seed,task,split,episode,mu,compliance,curvature,fragility,texture,occlusion,noise,lag,texture_alias,slip_probability,slip_event,lead_time
2,wet_surface_transfer,texture_alias_shift,23,0.155890,0.507042,0.358780,0.447240,0.058089,0.137606,0.119301,0.096373,0.258653,0.795382,0,0.571405
2,wet_surface_transfer,texture_alias_shift,24,0.167181,0.535433,0.435042,0.470037,0.146856,0.160622,0.097584,0.074898,0.269035,0.835109,1,0.610379
2,wet_surface_transfer,texture_alias_shift,25,0.312205,0.522803,0.410446,0.459997,0.190620,0.120476,0.081669,0.059063,0.267612,0.766564,1,0.529316
2,wet_surface_transfer,texture_alias_shift,26,0.287428,0.459134,0.444249,0.461335,0.073485,0.119383,0.098361,0.065546,0.300724,0.705798,1,0.662013
2,wet_surface_transfer,texture_alias_shift,27,0.134574,0.491435,0.358926,0.527490,0.159180,0.139711,0.099760,0.035992,0.236423,0.779452,1,0.522237
2,wet_surface_transfer,texture_alias_shift,28,0.170332,0.506752,0.450269,0.452870,0.082018,0.082936,0.070852,0.091575,0.291554,0.814871,1,0.607377
2,wet_surface_transfer,texture_alias_shift,29,0.089021,0.421272,0.422369,0.455313,0.024958,0.107951,0.097669,0.067854,0.302424,0.775235,1,0.537986
2,wet_surface_transfer,texture_alias_shift,30,0.246652,0.547658,0.468782,0.480667,0.091015,0.136427,0.113593,0.070166,0.348665,0.883085,1,0.551227
2,wet_surface_transfer,texture_alias_shift,31,0.223528,0.531776,0.415834,0.481697,0.167305,0.119192,0.104593,0.067598,0.265864,0.690858,0,0.565885
2,wet_surface_transfer,low_signal_high_risk_shift,0,0.060000,0.669271,0.445005,0.501787,0.118646,0.260877,0.181040,0.176886,0.197367,0.911732,1,0.595861
2,wet_surface_transfer,low_signal_high_risk_shift,1,0.117132,0.560750,0.465233,0.457874,0.156688,0.200235,0.215948,0.176896,0.230540,0.898449,1,0.489694
2,wet_surface_transfer,low_signal_high_risk_shift,2,0.060000,0.567302,0.487261,0.403414,0.100966,0.261837,0.173330,0.164039,0.203591,0.878504,1,0.400889
2,wet_surface_transfer,low_signal_high_risk_shift,3,0.111937,0.648038,0.451967,0.436090,0.124524,0.287234,0.164184,0.158200,0.207541,0.880410,1,0.407800
2,wet_surface_transfer,low_signal_high_risk_shift,4,0.064884,0.610184,0.440282,0.484451,0.140687,0.253320,0.132272,0.202803,0.178910,0.914892,1,0.446783
2,wet_surface_transfer,low_signal_high_risk_shift,5,0.060000,0.594303,0.419953,0.514704,0.167550,0.252682,0.207894,0.171389,0.193945,0.785316,1,0.423341
2,wet_surface_transfer,low_signal_high_risk_shift,6,0.096917,0.534795,0.429070,0.524598,0.195373,0.243111,0.171806,0.176685,0.228809,0.924733,1,0.386160
2,wet_surface_transfer,low_signal_high_risk_shift,7,0.090986,0.500249,0.465493,0.446610,0.122802,0.239837,0.190026,0.197880,0.225258,0.886857,1,0.421930
2,wet_surface_transfer,low_signal_high_risk_shift,8,0.130093,0.584280,0.401401,0.450644,0.157180,0.238769,0.203373,0.157509,0.218884,0.863122,1,0.442421
2,wet_surface_transfer,low_signal_high_risk_shift,9,0.077322,0.662971,0.447793,0.460290,0.104926,0.218662,0.164952,0.161772,0.139360,0.935842,1,0.574636
2,wet_surface_transfer,low_signal_high_risk_shift,10,0.060000,0.614252,0.432798,0.431703,0.167144,0.218699,0.208066,0.182793,0.196463,0.892632,1,0.539637
2,wet_surface_transfer,low_signal_high_risk_shift,11,0.137626,0.631464,0.466340,0.511186,0.116916,0.230250,0.177950,0.194483,0.206204,0.846689,1,0.463923
2,wet_surface_transfer,low_signal_high_risk_shift,12,0.105722,0.662363,0.472072,0.505698,0.058820,0.249704,0.212402,0.190374,0.182002,0.932139,1,0.482504
2,wet_surface_transfer,low_signal_high_risk_shift,13,0.110283,0.627187,0.414557,0.409230,0.061258,0.266881,0.193697,0.188611,0.213661,0.874855,1,0.481733
2,wet_surface_transfer,low_signal_high_risk_shift,14,0.060611,0.537666,0.512642,0.442828,0.177843,0.223739,0.167931,0.174561,0.219920,0.895363,1,0.562415
2,wet_surface_transfer,low_signal_high_risk_shift,15,0.136194,0.593371,0.381448,0.475704,0.024125,0.184189,0.179861,0.173372,0.210957,0.834097,1,0.544413
2,wet_surface_transfer,low_signal_high_risk_shift,16,0.116386,0.589716,0.419214,0.493675,0.086922,0.232664,0.149740,0.178311,0.190194,0.853839,1,0.575964
2,wet_surface_transfer,low_signal_high_risk_shift,17,0.060000,0.612314,0.424029,0.482077,0.148342,0.241911,0.211356,0.152375,0.185466,0.900036,1,0.521084
2,wet_surface_transfer,low_signal_high_risk_shift,18,0.060000,0.556963,0.443628,0.505128,0.101939,0.204715,0.160685,0.189031,0.199638,0.840784,1,0.556753
2,wet_surface_transfer,low_signal_high_risk_shift,19,0.084416,0.645846,0.462832,0.461614,0.192023,0.271361,0.177062,0.183859,0.187485,0.842656,1,0.521232
2,wet_surface_transfer,low_signal_high_risk_shift,20,0.100726,0.571744,0.435944,0.418323,0.081305,0.234694,0.204998,0.172389,0.248858,0.916418,1,0.501053
2,wet_surface_transfer,low_signal_high_risk_shift,21,0.060000,0.644556,0.484470,0.397670,0.125062,0.253106,0.191100,0.191393,0.158416,0.895241,1,0.427351
2,wet_surface_transfer,low_signal_high_risk_shift,22,0.105420,0.540915,0.426841,0.587024,0.074143,0.272995,0.166010,0.165908,0.172553,0.859892,1,0.473885
2,wet_surface_transfer,low_signal_high_risk_shift,23,0.171973,0.689216,0.427742,0.469135,0.195644,0.236217,0.161303,0.176537,0.204569,0.846836,1,0.446034
2,wet_surface_transfer,low_signal_high_risk_shift,24,0.198936,0.538431,0.434605,0.383604,0.086013,0.206299,0.182693,0.189528,0.243952,0.826553,1,0.616646
2,wet_surface_transfer,low_signal_high_risk_shift,25,0.060000,0.587457,0.448220,0.506772,0.065113,0.241931,0.237603,0.185467,0.222079,0.884161,1,0.485569
2,wet_surface_transfer,low_signal_high_risk_shift,26,0.060000,0.548206,0.458289,0.483553,0.089113,0.250658,0.143238,0.175227,0.221965,0.905747,1,0.340857
2,wet_surface_transfer,low_signal_high_risk_shift,27,0.155501,0.686561,0.398785,0.454595,0.081175,0.247938,0.204803,0.172535,0.191397,0.902733,1,0.574572
2,wet_surface_transfer,low_signal_high_risk_shift,28,0.060000,0.587140,0.390347,0.496587,0.201483,0.229567,0.169733,0.198554,0.244148,0.925368,1,0.384729
2,wet_surface_transfer,low_signal_high_risk_shift,29,0.060000,0.585180,0.375232,0.423568,0.106083,0.258317,0.167853,0.183502,0.195871,0.893080,1,0.574707
2,wet_surface_transfer,low_signal_high_risk_shift,30,0.076576,0.552751,0.389918,0.441409,0.100122,0.218374,0.179122,0.142392,0.200256,0.922937,1,0.556985
2,wet_surface_transfer,low_signal_high_risk_shift,31,0.087653,0.654601,0.443417,0.486308,0.204379,0.251642,0.172971,0.188431,0.186691,0.882570,0,0.512899
2,wet_surface_transfer,combined_hard_shift,0,0.088072,0.627608,0.496610,0.492849,0.120534,0.193084,0.171623,0.205190,0.246891,0.909938,1,0.446435
2,wet_surface_transfer,combined_hard_shift,1,0.090965,0.711618,0.458615,0.475417,0.157033,0.195408,0.214705,0.198220,0.193875,0.931220,1,0.469481
2,wet_surface_transfer,combined_hard_shift,2,0.074346,0.641486,0.424245,0.501783,0.163268,0.161661,0.182369,0.215932,0.199194,0.888751,1,0.595505
2,wet_surface_transfer,combined_hard_shift,3,0.100217,0.666684,0.419689,0.539152,0.184077,0.189738,0.196944,0.208519,0.194683,0.844953,1,0.482024
2,wet_surface_transfer,combined_hard_shift,4,0.132827,0.620412,0.362428,0.431198,0.107233,0.178927,0.233295,0.201434,0.238110,0.902270,1,0.493213
2,wet_surface_transfer,combined_hard_shift,5,0.060000,0.593613,0.430776,0.453662,0.137058,0.168205,0.195486,0.245298,0.245478,0.873134,1,0.451719
2,wet_surface_transfer,combined_hard_shift,6,0.060000,0.590882,0.420612,0.505182,0.076596,0.172685,0.211882,0.212058,0.190316,0.806546,1,0.540716
2,wet_surface_transfer,combined_hard_shift,7,0.145822,0.542380,0.436031,0.488810,0.178321,0.162255,0.224435,0.194014,0.187656,0.699614,1,0.507358
2,wet_surface_transfer,combined_hard_shift,8,0.060000,0.690294,0.381684,0.488269,0.265125,0.221625,0.210307,0.180285,0.224668,0.867226,0,0.526253
2,wet_surface_transfer,combined_hard_shift,9,0.156814,0.670039,0.401519,0.463407,0.145575,0.190126,0.188223,0.223366,0.198574,0.874441,1,0.467974
2,wet_surface_transfer,combined_hard_shift,10,0.140750,0.576513,0.442052,0.506197,0.095797,0.164280,0.179366,0.217652,0.243678,0.811380,1,0.595944
2,wet_surface_transfer,combined_hard_shift,11,0.091841,0.632487,0.442862,0.446109,0.119440,0.208396,0.223490,0.189736,0.213260,0.870291,1,0.537959
2,wet_surface_transfer,combined_hard_shift,12,0.134429,0.550977,0.507654,0.424154,0.208552,0.151480,0.165979,0.209740,0.227791,0.867651,1,0.523961
2,wet_surface_transfer,combined_hard_shift,13,0.138337,0.610541,0.435212,0.496337,0.064001,0.176881,0.218197,0.200579,0.221030,0.894048,1,0.481131
2,wet_surface_transfer,combined_hard_shift,14,0.138783,0.613938,0.395130,0.487239,0.178751,0.150744,0.224688,0.218560,0.227640,0.872052,1,0.610156
2,wet_surface_transfer,combined_hard_shift,15,0.114424,0.591991,0.446875,0.439240,0.095036,0.203478,0.218116,0.198158,0.205416,0.842613,1,0.491972
2,wet_surface_transfer,combined_hard_shift,16,0.106147,0.645735,0.414027,0.453666,0.111773,0.205895,0.190596,0.188414,0.213075,0.912163,1,0.506740
2,wet_surface_transfer,combined_hard_shift,17,0.060000,0.610774,0.387744,0.440259,0.050674,0.170339,0.195388,0.212860,0.241919,0.938664,1,0.553155
2,wet_surface_transfer,combined_hard_shift,18,0.113844,0.564773,0.390487,0.438786,0.168906,0.182433,0.186964,0.199982,0.171477,0.904049,1,0.390664
2,wet_surface_transfer,combined_hard_shift,19,0.067214,0.532556,0.433546,0.501491,0.224811,0.237374,0.172069,0.204012,0.232639,0.888118,0,0.504496
2,wet_surface_transfer,combined_hard_shift,20,0.060000,0.685228,0.420401,0.504087,0.167896,0.185197,0.200055,0.191694,0.179754,0.949490,1,0.506235
2,wet_surface_transfer,combined_hard_shift,21,0.060000,0.611577,0.512417,0.517915,0.210545,0.190911,0.197537,0.236991,0.217410,0.883502,1,0.428710
2,wet_surface_transfer,combined_hard_shift,22,0.060000,0.536300,0.440383,0.467740,0.107613,0.206441,0.222233,0.182528,0.216044,0.855298,1,0.570059
2,wet_surface_transfer,combined_hard_shift,23,0.161191,0.612933,0.492358,0.470147,0.194672,0.171849,0.232127,0.191050,0.241734,0.888473,1,0.516855
2,wet_surface_transfer,combined_hard_shift,24,0.060000,0.618270,0.393294,0.414575,0.048234,0.222391,0.173779,0.196353,0.252352,0.848312,1,0.542555
2,wet_surface_transfer,combined_hard_shift,25,0.123401,0.674762,0.420783,0.549505,0.074501,0.203126,0.185348,0.200656,0.233528,0.889778,1,0.614530
2,wet_surface_transfer,combined_hard_shift,26,0.151963,0.657631,0.438161,0.456192,0.149092,0.165546,0.185308,0.206449,0.214227,0.901595,1,0.657737
2,wet_surface_transfer,combined_hard_shift,27,0.160318,0.615344,0.445544,0.469453,0.158072,0.179478,0.194363,0.190549,0.202477,0.809666,0,0.418438
2,wet_surface_transfer,combined_hard_shift,28,0.155830,0.570037,0.471606,0.463770,0.239973,0.198949,0.183783,0.202148,0.245753,0.878869,1,0.482723
2,wet_surface_transfer,combined_hard_shift,29,0.060000,0.602950,0.447860,0.492838,0.215222,0.169611,0.193952,0.219944,0.226183,0.892117,1,0.524547
2,wet_surface_transfer,combined_hard_shift,30,0.199908,0.641468,0.401081,0.428177,0.129440,0.148821,0.219812,0.203704,0.169048,0.761355,1,0.468754
2,wet_surface_transfer,combined_hard_shift,31,0.108455,0.670276,0.476789,0.464411,0.161508,0.126223,0.192650,0.168349,0.213366,0.909808,1,0.468469
3,smooth_low_friction_pick,nominal_precontact,0,0.422001,0.171284,0.239729,0.298181,0.210817,0.000000,0.000000,0.000000,0.000000,0.409280,0,0.757580
3,smooth_low_friction_pick,nominal_precontact,1,0.202258,0.200964,0.306658,0.304607,0.220803,0.000000,0.000000,0.000000,0.000000,0.742006,1,0.709442
3,smooth_low_friction_pick,nominal_precontact,2,0.268293,0.229667,0.277726,0.323782,0.199431,0.000000,0.000000,0.000000,0.000000,0.615599,0,0.781081
3,smooth_low_friction_pick,nominal_precontact,3,0.354147,0.257467,0.240161,0.274632,0.125017,0.000000,0.015486,0.021167,0.004755,0.615888,0,0.727986
3,smooth_low_friction_pick,nominal_precontact,4,0.288667,0.193943,0.299543,0.295770,0.146292,0.022576,0.015058,0.000000,0.054453,0.469612,0,0.749851
3,smooth_low_friction_pick,nominal_precontact,5,0.368287,0.247792,0.230687,0.309690,0.236001,0.003489,0.000000,0.000000,0.023101,0.614937,1,0.782568
3,smooth_low_friction_pick,nominal_precontact,6,0.307945,0.207701,0.275039,0.179551,0.288656,0.000000,0.029028,0.001337,0.000000,0.615458,0,0.792954
3,smooth_low_friction_pick,nominal_precontact,7,0.284293,0.242123,0.209126,0.252655,0.268237,0.000000,0.032082,0.023535,0.000202,0.587393,0,0.661527
3,smooth_low_friction_pick,nominal_precontact,8,0.286805,0.289149,0.215001,0.246835,0.137879,0.013628,0.000000,0.037753,0.000000,0.585761,1,0.926732
3,smooth_low_friction_pick,nominal_precontact,9,0.374815,0.190975,0.186917,0.306463,0.110343,0.000000,0.000000,0.000000,0.000000,0.482868,1,0.840793
3,smooth_low_friction_pick,nominal_precontact,10,0.322605,0.257530,0.267958,0.315168,0.182357,0.002015,0.021468,0.000141,0.017277,0.587624,0,0.752157
3,smooth_low_friction_pick,nominal_precontact,11,0.275646,0.194306,0.176364,0.269860,0.158587,0.019939,0.000000,0.012783,0.000636,0.532882,0,0.823595
3,smooth_low_friction_pick,nominal_precontact,12,0.302613,0.258297,0.245294,0.358901,0.292710,0.017928,0.000000,0.000000,0.000000,0.536819,1,0.737204
3,smooth_low_friction_pick,nominal_precontact,13,0.328268,0.218766,0.302046,0.282325,0.259255,0.017902,0.034291,0.000000,0.000000,0.581805,1,0.784638
3,smooth_low_friction_pick,nominal_precontact,14,0.392479,0.226531,0.318822,0.298830,0.243785,0.000000,0.000000,0.032759,0.000000,0.561634,1,0.763156
3,smooth_low_friction_pick,nominal_precontact,15,0.298044,0.293727,0.241619,0.258328,0.166411,0.000000,0.000000,0.013432,0.006237,0.509170,1,0.759215
3,smooth_low_friction_pick,nominal_precontact,16,0.208094,0.193788,0.280335,0.306253,0.204353,0.036260,0.000000,0.000000,0.000000,0.632991,1,0.726336
3,smooth_low_friction_pick,nominal_precontact,17,0.281700,0.260473,0.232906,0.302552,0.173852,0.029725,0.000000,0.002641,0.036800,0.683256,1,0.723469
3,smooth_low_friction_pick,nominal_precontact,18,0.289795,0.190514,0.282849,0.292306,0.299013,0.000000,0.003289,0.000000,0.052566,0.814383,1,0.725821
3,smooth_low_friction_pick,nominal_precontact,19,0.288562,0.183686,0.294147,0.357449,0.158056,0.000000,0.033609,0.015181,0.000000,0.627374,1,0.717667
3,smooth_low_friction_pick,nominal_precontact,20,0.294205,0.250004,0.212707,0.296632,0.328336,0.000000,0.000624,0.000000,0.004437,0.561089,0,0.698767
3,smooth_low_friction_pick,nominal_precontact,21,0.310812,0.209734,0.227067,0.328540,0.170647,0.016224,0.000000,0.020542,0.013727,0.698687,1,0.874559
3,smooth_low_friction_pick,nominal_precontact,22,0.265570,0.225922,0.268556,0.260059,0.283395,0.000000,0.000000,0.009378,0.027361,0.645827,0,0.746027
3,smooth_low_friction_pick,nominal_precontact,23,0.419154,0.230863,0.291599,0.269114,0.217717,0.018793,0.006067,0.000000,0.002453,0.621951,1,0.753662
3,smooth_low_friction_pick,nominal_precontact,24,0.395664,0.263463,0.211450,0.286384,0.169965,0.000000,0.000000,0.000000,0.000000,0.562876,1,0.726223
3,smooth_low_friction_pick,nominal_precontact,25,0.350700,0.231936,0.227901,0.282291,0.157909,0.000000,0.043027,0.000000,0.029628,0.818310,1,0.730375
3,smooth_low_friction_pick,nominal_precontact,26,0.329236,0.181315,0.270520,0.260850,0.143467,0.000000,0.000000,0.000000,0.000000,0.639159,1,0.725657
3,smooth_low_friction_pick,nominal_precontact,27,0.360269,0.218044,0.293793,0.241991,0.327485,0.021969,0.000000,0.032086,0.022055,0.531584,1,0.768406
3,smooth_low_friction_pick,nominal_precontact,28,0.246295,0.302040,0.291284,0.382430,0.158756,0.000000,0.013569,0.020541,0.000000,0.662018,0,0.744163
3,smooth_low_friction_pick,nominal_precontact,29,0.372801,0.261838,0.282063,0.232722,0.305489,0.000000,0.000000,0.013911,0.000000,0.666948,1,0.785382
3,smooth_low_friction_pick,nominal_precontact,30,0.259690,0.224642,0.286825,0.283504,0.120129,0.043782,0.000000,0.002802,0.008064,0.704286,0,0.748126
3,smooth_low_friction_pick,nominal_precontact,31,0.347902,0.227990,0.225508,0.286655,0.246209,0.024271,0.019456,0.003962,0.007312,0.627436,1,0.684167
3,smooth_low_friction_pick,low_friction_shift,0,0.161811,0.208467,0.227179,0.263823,0.283143,0.023524,0.022813,0.015979,0.013022,0.587717,1,0.741792
3,smooth_low_friction_pick,low_friction_shift,1,0.199484,0.273025,0.264982,0.228367,0.245605,0.033279,0.014946,0.021048,0.015228,0.671431,1,0.709172
3,smooth_low_friction_pick,low_friction_shift,2,0.181415,0.259605,0.286410,0.299963,0.092107,0.013253,0.000000,0.049436,0.044395,0.648201,0,0.806440
3,smooth_low_friction_pick,low_friction_shift,3,0.104783,0.261393,0.243289,0.240326,0.267263,0.034792,0.066169,0.042451,0.029139,0.750652,0,0.724998
3,smooth_low_friction_pick,low_friction_shift,4,0.141559,0.232946,0.243059,0.339452,0.249711,0.023785,0.034327,0.043068,0.024573,0.737263,1,0.739857
3,smooth_low_friction_pick,low_friction_shift,5,0.157132,0.226718,0.271570,0.287983,0.219517,0.019013,0.027167,0.005094,0.030340,0.741380,1,0.808957
3,smooth_low_friction_pick,low_friction_shift,6,0.153306,0.254050,0.255556,0.347441,0.189917,0.005083,0.020996,0.025630,0.025851,0.764679,1,0.711024
3,smooth_low_friction_pick,low_friction_shift,7,0.224128,0.210809,0.273362,0.267297,0.096914,0.037958,0.023980,0.040393,0.034541,0.730644,1,0.742929
3,smooth_low_friction_pick,low_friction_shift,8,0.119694,0.258164,0.158402,0.251924,0.131414,0.071435,0.039119,0.031279,0.016984,0.642290,0,0.760633
3,smooth_low_friction_pick,low_friction_shift,9,0.173467,0.246366,0.284566,0.259371,0.136413,0.045447,0.041052,0.083037,0.038674,0.779278,1,0.678639
3,smooth_low_friction_pick,low_friction_shift,10,0.090230,0.293155,0.257446,0.305450,0.207907,0.019922,0.012611,0.061597,0.022569,0.787809,1,0.623756
3,smooth_low_friction_pick,low_friction_shift,11,0.153925,0.243607,0.216519,0.297096,0.326029,0.000000,0.040424,0.024498,0.020051,0.765767,1,0.707166
3,smooth_low_friction_pick,low_friction_shift,12,0.186390,0.202588,0.230994,0.293552,0.103724,0.038112,0.053128,0.051602,0.049707,0.652743,1,0.779870
3,smooth_low_friction_pick,low_friction_shift,13,0.141615,0.200599,0.268279,0.295541,0.201211,0.036234,0.029444,0.039741,0.023891,0.682409,1,0.717609
3,smooth_low_friction_pick,low_friction_shift,14,0.142063,0.233920,0.245740,0.307087,0.236392,0.107422,0.042571,0.044882,0.042709,0.555500,0,0.783914
3,smooth_low_friction_pick,low_friction_shift,15,0.239616,0.261648,0.204379,0.259211,0.097368,0.044426,0.016155,0.058298,0.000000,0.702131,1,0.632929
3,smooth_low_friction_pick,low_friction_shift,16,0.226320,0.315435,0.256325,0.318382,0.187870,0.080370,0.019460,0.051517,0.018004,0.817493,0,0.708965
3,smooth_low_friction_pick,low_friction_shift,17,0.209807,0.236856,0.303101,0.244007,0.185109,0.070385,0.010318,0.060039,0.004510,0.625032,1,0.699466
3,smooth_low_friction_pick,low_friction_shift,18,0.075713,0.180081,0.283416,0.311783,0.099298,0.058363,0.018835,0.044305,0.043032,0.712447,0,0.649917
3,smooth_low_friction_pick,low_friction_shift,19,0.162717,0.197789,0.214041,0.337710,0.231443,0.073045,0.027574,0.025012,0.000000,0.767428,1,0.781513
3,smooth_low_friction_pick,low_friction_shift,20,0.109678,0.211064,0.190644,0.257095,0.162234,0.045831,0.057714,0.054053,0.037938,0.702474,1,0.740222
3,smooth_low_friction_pick,low_friction_shift,21,0.152143,0.174581,0.248144,0.265345,0.108468,0.031531,0.036253,0.072471,0.038732,0.720247,1,0.685873
3,smooth_low_friction_pick,low_friction_shift,22,0.126078,0.289388,0.267750,0.250198,0.235703,0.000000,0.032908,0.013962,0.000000,0.806397,1,0.717926
3,smooth_low_friction_pick,low_friction_shift,23,0.173252,0.225708,0.225109,0.245852,0.137725,0.053515,0.028119,0.025781,0.060532,0.696695,1,0.796720
3,smooth_low_friction_pick,low_friction_shift,24,0.122262,0.296337,0.233415,0.287704,0.187937,0.035900,0.063315,0.049808,0.000000,0.721016,0,0.729198
3,smooth_low_friction_pick,low_friction_shift,25,0.153939,0.293353,0.249545,0.263021,0.208734,0.065102,0.033986,0.059756,0.000000,0.862546,1,0.664436
3,smooth_low_friction_pick,low_friction_shift,26,0.201281,0.265422,0.253707,0.230165,0.118002,0.087761,0.044431,0.005691,0.027136,0.633642,1,0.765322
3,smooth_low_friction_pick,low_friction_shift,27,0.151515,0.198287,0.237891,0.275676,0.157666,0.032260,0.007609,0.019673,0.052890,0.639480,1,0.807367
3,smooth_low_friction_pick,low_friction_shift,28,0.141736,0.251677,0.166729,0.282902,0.312238,0.058607,0.021919,0.000000,0.000000,0.841457,1,0.701165
3,smooth_low_friction_pick,low_friction_shift,29,0.253453,0.275364,0.211506,0.216712,0.244697,0.012182,0.025784,0.031131,0.042406,0.654758,1,0.738264
3,smooth_low_friction_pick,low_friction_shift,30,0.060000,0.386974,0.272688,0.349889,0.236854,0.002809,0.037222,0.047092,0.000000,0.774427,1,0.732782
3,smooth_low_friction_pick,low_friction_shift,31,0.070550,0.311123,0.282536,0.206212,0.135735,0.030128,0.027029,0.066266,0.000000,0.820870,1,0.700719
3,smooth_low_friction_pick,compliance_shift,0,0.320767,0.395905,0.248884,0.320881,0.230006,0.093881,0.019241,0.074751,0.055602,0.807509,1,0.863746
3,smooth_low_friction_pick,compliance_shift,1,0.279817,0.482913,0.138336,0.274241,0.141623,0.081708,0.035617,0.085115,0.057638,0.668162,1,0.745669
3,smooth_low_friction_pick,compliance_shift,2,0.298663,0.412304,0.263056,0.263979,0.158030,0.058677,0.032868,0.035667,0.050117,0.625687,1,0.745225
3,smooth_low_friction_pick,compliance_shift,3,0.226081,0.448468,0.213928,0.287701,0.203559,0.017999,0.000000,0.056713,0.028934,0.717136,1,0.772328
3,smooth_low_friction_pick,compliance_shift,4,0.263094,0.440786,0.224934,0.236641,0.124120,0.077402,0.039834,0.077409,0.023893,0.721855,0,0.580701
3,smooth_low_friction_pick,compliance_shift,5,0.276436,0.368623,0.267348,0.230329,0.126836,0.082258,0.071363,0.065871,0.034946,0.737741,1,0.703302
3,smooth_low_friction_pick,compliance_shift,6,0.303524,0.407606,0.220754,0.281780,0.182041,0.054629,0.027560,0.058218,0.015510,0.698800,1,0.741793
3,smooth_low_friction_pick,compliance_shift,7,0.290246,0.412988,0.272455,0.384479,0.243032,0.041242,0.013182,0.045826,0.030471,0.791361,1,0.674299
3,smooth_low_friction_pick,compliance_shift,8,0.175397,0.429968,0.211418,0.302449,0.188177,0.063667,0.049283,0.042870,0.006251,0.743249,1,0.624840
3,smooth_low_friction_pick,compliance_shift,9,0.363930,0.482316,0.260704,0.314658,0.193318,0.056140,0.035372,0.043409,0.037364,0.588943,1,0.791257
3,smooth_low_friction_pick,compliance_shift,10,0.198572,0.377918,0.266067,0.248875,0.201184,0.026023,0.047139,0.054636,0.054107,0.753546,0,0.668322
3,smooth_low_friction_pick,compliance_shift,11,0.293738,0.367426,0.288074,0.310745,0.147642,0.058442,0.017809,0.083907,0.021080,0.729045,1,0.680865
3,smooth_low_friction_pick,compliance_shift,12,0.221230,0.416836,0.249914,0.265623,0.103808,0.067109,0.062298,0.068996,0.076080,0.720050,1,0.638975
3,smooth_low_friction_pick,compliance_shift,13,0.228219,0.406726,0.250598,0.246031,0.112888,0.051053,0.023508,0.070677,0.049882,0.718568,1,0.686491
3,smooth_low_friction_pick,compliance_shift,14,0.268166,0.435919,0.245057,0.310049,0.100974,0.014285,0.055007,0.064338,0.040674,0.701407,1,0.717650
3,smooth_low_friction_pick,compliance_shift,15,0.381000,0.488492,0.256613,0.340209,0.181309,0.023683,0.064951,0.053350,0.022536,0.548855,1,0.672871
3,smooth_low_friction_pick,compliance_shift,16,0.275813,0.480409,0.237053,0.283701,0.158350,0.047629,0.046325,0.036340,0.032638,0.675362,1,0.743230
3,smooth_low_friction_pick,compliance_shift,17,0.277629,0.427493,0.273837,0.269955,0.209350,0.025410,0.024303,0.046943,0.068118,0.754262,1,0.658247
3,smooth_low_friction_pick,compliance_shift,18,0.320921,0.437004,0.204888,0.218174,0.207540,0.032988,0.058361,0.069394,0.067556,0.734577,1,0.615597
3,smooth_low_friction_pick,compliance_shift,19,0.330628,0.382768,0.246861,0.284471,0.192373,0.046558,0.033896,0.058640,0.065732,0.567063,0,0.785000
3,smooth_low_friction_pick,compliance_shift,20,0.289597,0.471337,0.293464,0.244555,0.182361,0.077399,0.016041,0.090008,0.046953,0.626543,1,0.730489
3,smooth_low_friction_pick,compliance_shift,21,0.296477,0.458001,0.235084,0.255835,0.168140,0.081333,0.046619,0.024720,0.050504,0.722611,0,0.703971
3,smooth_low_friction_pick,compliance_shift,22,0.345472,0.443654,0.261408,0.284505,0.154153,0.026620,0.024498,0.038991,0.022550,0.698207,1,0.774934
3,smooth_low_friction_pick,compliance_shift,23,0.309059,0.439736,0.278027,0.305559,0.208139,0.062959,0.028630,0.097378,0.055629,0.721428,1,0.704390
3,smooth_low_friction_pick,compliance_shift,24,0.366444,0.451867,0.162456,0.258800,0.170337,0.051755,0.041887,0.034085,0.038877,0.770998,1,0.725357
3,smooth_low_friction_pick,compliance_shift,25,0.244577,0.491853,0.240024,0.279766,0.153547,0.072187,0.043276,0.096184,0.072391,0.757728,1,0.795187
3,smooth_low_friction_pick,compliance_shift,26,0.273944,0.460793,0.244278,0.289435,0.231281,0.049468,0.033638,0.068666,0.009304,0.576812,0,0.585505
3,smooth_low_friction_pick,compliance_shift,27,0.242565,0.440817,0.256510,0.312304,0.161447,0.047334,0.000000,0.062392,0.024089,0.694470,1,0.754028
3,smooth_low_friction_pick,compliance_shift,28,0.265143,0.467595,0.230182,0.257681,0.056147,0.068018,0.084041,0.070715,0.034743,0.660208,0,0.657035
3,smooth_low_friction_pick,compliance_shift,29,0.308038,0.365898,0.229001,0.313080,0.077624,0.025770,0.059662,0.049984,0.024915,0.652092,0,0.768609
3,smooth_low_friction_pick,compliance_shift,30,0.284606,0.471210,0.265376,0.232881,0.252314,0.014564,0.046457,0.067345,0.055726,0.789883,0,0.727383
3,smooth_low_friction_pick,compliance_shift,31,0.271019,0.359325,0.167429,0.227522,0.147026,0.056451,0.032039,0.057449,0.053179,0.585020,1,0.717914
3,smooth_low_friction_pick,sensor_noise_shift,0,0.242624,0.292390,0.270870,0.286576,0.166937,0.164686,0.202698,0.073748,0.059902,0.660636,0,0.731262
3,smooth_low_friction_pick,sensor_noise_shift,1,0.270740,0.319988,0.206105,0.316387,0.026140,0.195725,0.224876,0.048185,0.071655,0.748588,1,0.729962
